device_id,lat,lon,utc_timestamp
67766,52.63686,13.374205599999998,1610382364000
8437,52.51878000000001,13.308003,1610381876000
18523,52.508249,13.440657,1610382455000
10147,52.472535,13.45081,1610383663000
19326,52.510673,13.46284,1610358991000
77517,52.421385,13.4598853,1610356653000
18797,52.51201999999999,13.41676,1610360193000
20904,52.527838,13.467272,1610377762000
53053,52.4430455,13.4956272,1610355319000
19761,52.546668000000004,13.401746,1610404800000
17785,52.519051899999994,13.3897003,1610403719000
7303,52.4915686,13.2913861,1610350968000
17894,52.6614816,13.380051000000002,1610393212000
13317,52.5669287,13.5252855,1610336177000
99786,52.49573,13.34733,1610400326000
6671,52.47491020000001,13.331349599999998,1610364672000
21284,52.5469679,13.2015682,1610387620000
18079,52.510037,13.58331,1610395808000
11320,52.5883921,13.2805725,1610383698000
6953,52.540583,13.3517766,1610386356000
15733,52.365076,13.314160000000001,1610398522000
100497,52.54054100000001,13.420195999999999,1610376012000
66292,52.575630000000004,13.282779000000001,1610370419000
8247,52.4166684,13.5114468,1610368955000
13819,52.5399199,13.4174726,1610360931000
21887,52.5266285,13.5458837,1610348245000
21790,52.6048589,13.4154114,1610383785000
16209,52.693351,13.586205,1610388001000
10350,52.53368370000001,13.6042062,1610375197000
14127,52.5344866,13.612824400000001,1610347051000
15828,52.336397999999996,13.413916,1610331831000
8553,52.563676,13.323868,1610340908000
9581,52.39712,13.42119,1610391577000
22614,52.421978100000004,13.3652669,1610371766000
9907,52.433740799999995,13.549787699999998,1610328979000
76200,52.384009999999996,13.194779999999998,1610333144000
19842,52.53361999999999,13.499989999999999,1610350473000
9082,52.397433,13.406017000000002,1610342728000
8429,52.41827960000001,13.283010399999998,1610407711000
14127,52.53449570000001,13.6128495,1610346984000
20331,52.2931153,13.419979000000001,1610338425000
119476,52.595240000000004,13.375110000000001,1610348981000
15984,52.5749855,13.332182199999998,1610397965000
16320,52.54022,13.53674,1610383094000
86045,52.496787899999994,13.472227499999999,1610350502000
10187,52.54147,13.60565,1610359622000
15421,52.50886970000001,13.263366199999998,1610333700000
124578,52.54600000000001,13.6346,1610369164000
10722,52.506525,13.449304999999999,1610367180000
112890,52.507332999999996,13.47773,1610373099000
16536,52.5048199,13.5727249,1610392926000
8447,52.49685,13.336160000000001,1610364676000
92669,52.5137464,13.263060999999999,1610341231000
7797,52.534330000000004,13.3227,1610408273000
68719,52.55402700000001,13.562282999999999,1610394045000
124539,52.589592,13.353814999999999,1610356983000
21699,52.543693999999995,13.524201999999999,1610390375000
20399,52.596436,13.348479999999999,1610347349000
18335,52.56305,13.3894,1610352213000
14115,52.57036120000001,13.4986964,1610351318000
7303,52.525396900000004,13.356868300000002,1610368360000
21888,52.52141949999999,13.428456599999999,1610351817000
14949,52.5464054,13.5117668,1610366892000
118675,52.58899399999999,13.369307000000001,1610407362000
21058,52.593608999999994,13.467160999999999,1610374770000
124916,52.5583,13.3826,1610370476000
14267,52.573666,13.322976,1610336685000
56549,52.546606000000004,13.189245999999999,1610344932000
10908,52.4574806,13.5998608,1610387285000
10961,52.56438000000001,13.4988302,1610394552000
7865,52.4730635,13.489336499999999,1610331019000
68945,52.40075,13.44295,1610380062000
16464,52.5564212,13.5185055,1610351286000
11825,52.5137808,13.4529584,1610396350000
76475,52.5570781,13.3753061,1610366333000
7474,52.52914200000001,13.576418900000002,1610328395000
8534,52.40204,13.57369,1610379746000
7662,52.5324688,13.5390782,1610402131000
19166,52.550109,13.551245999999999,1610378085000
18851,52.5395769,13.2709865,1610339436000
12735,52.55751,13.465302,1610335873000
68797,52.5266961,13.540000699999998,1610408044000
16005,52.5006483,13.3868829,1610407313000
19353,52.444430000000004,13.29991,1610389423000
14990,52.597137,13.322003,1610358313000
21284,52.549292200000004,13.1968625,1610357652000
11711,52.52428270000001,13.1693661,1610407135000
20509,52.52021260000001,13.454363500000001,1610369434000
92611,52.60096899999999,13.528248999999999,1610324482000
16214,52.604497200000004,13.428900599999999,1610325945000
10017,52.562089,13.5247245,1610378314000
16348,52.51096999999999,13.543935000000001,1610357027000
16384,52.548113,13.182932999999998,1610344080000
12731,52.473466099999996,13.299659400000001,1610353199000
92554,52.424009999999996,13.23696,1610349735000
14894,52.449218,13.384535999999999,1610327123000
7546,52.4880029,13.3527804,1610331739000
124789,52.5321,13.4012,1610396411000
14127,52.4313333,13.458693700000001,1610381122000
10469,52.5483175,13.580445600000001,1610357596000
12785,52.6815257,13.5782954,1610400414000
10147,52.472545,13.450826000000001,1610369636000
20578,52.502169200000004,13.3243756,1610375540000
16141,52.426039,13.322029999999998,1610406376000
11120,52.487378799999995,13.422467800000002,1610355646000
10802,52.528054000000004,13.233720000000002,1610360375000
17323,52.503322999999995,13.520270000000002,1610381856000
106072,52.678934,13.53321,1610393203000
19411,52.51421,13.18242,1610341569000
16914,52.536016000000004,13.5214281,1610362588000
14780,52.4025102,13.5457615,1610372621000
14534,52.555386999999996,13.392144,1610368596000
22242,52.47632320000001,13.365354199999999,1610372230000
17443,52.396679999999996,13.277270000000001,1610329171000
21315,52.477932700000004,13.429857199999999,1610392337000
12791,52.409355,13.271251999999999,1610344710000
20275,52.491969999999995,13.617310999999999,1610392623000
66744,52.44686460000001,13.3165565,1610365964000
