device_id,lat,lon,utc_timestamp
10703,52.505166,13.390522899999999,1610807935000
11108,52.568509999999996,13.30976,1610778777000
12858,52.53919000000001,13.43195,1610782104000
75182,52.413447,13.561864000000002,1610784603000
508,52.53408,13.49252,1610797186000
47471,52.511426,13.563679999999998,1610690636000
13571,52.528668999999994,13.329274400000001,1610829799000
15834,52.51772,13.439810000000001,1610788953000
64434,52.52644,13.338097,1610696999000
153021,52.5163,13.4048,1610830168000
6952,52.4450806,13.3859085,1610796576000
7555,52.546666,13.401781,1610784726000
14200,52.50818,13.608479999999998,1610808945000
3446,52.5700756,13.236154,1610770214000
3398,52.45699000000001,13.44549,1610796993000
7798,52.5307691,13.345618799999999,1610794789000
54020,52.423065,13.373394000000001,1610804030000
10579,52.6191505,13.2285867,1610802464000
11436,52.5526579,13.5135071,1610816957000
48218,52.3827894,13.318717600000001,1610707499000
14212,52.514824,13.187160999999998,1610799494000
9233,52.5648667,13.569979,1610789368000
130193,52.684,13.2771,1610807373000
49608,52.55624670000001,13.480128099999998,1610698058000
12774,52.45404,13.5683,1610777937000
14018,52.451418000000004,13.355032999999999,1610794113000
1755,52.483925,13.580485000000001,1610840818000
8802,52.527621999999994,13.190431,1610789668000
148797,52.52571920000001,13.4470827,1610793122000
5533,52.42029,13.388639999999999,1610780121000
64249,52.6684125,13.5832209,1610707665000
9042,52.43674,13.540389999999999,1610816763000
9623,52.53921,13.395444,1610817175000
75373,52.6139806,13.1998266,1610829979000
15617,52.56404000000001,13.509689999999999,1610805519000
15275,52.54584000000001,13.22838,1610819019000
66574,52.412388,13.253719,1610783994000
152221,52.67181,13.320910000000001,1610801770000
99832,52.407906200000006,13.559911600000001,1610800536000
14171,52.56026899999999,13.423160999999999,1610764178000
47556,52.43218463071935,13.397746864914222,1610737638000
10091,52.48389150000001,13.4418872,1610785607000
3893,52.5313527,13.466145999999998,1610808384000
11946,52.368505400000004,13.3937589,1610838281000
53847,52.549918999999996,13.352957,1610801072000
47820,52.414901,13.526478899999999,1610688685000
5209,52.496089100000006,13.517600400000001,1610800089000
54621,52.517543999999994,13.497278,1610814611000
4870,52.611544200000004,13.430517199999999,1610792250000
8348,52.513951,13.470184,1610814135000
49714,52.537696,13.449769,1610734580000
11822,52.5095285,13.510199100000001,1610768964000
83159,52.45878199999999,13.635528,1610719772000
4446,52.6517846,13.5292413,1610791091000
4653,52.43889100000001,13.415316,1610789351000
9233,52.564869099999996,13.569975099999999,1610826892000
10592,52.59013470000001,13.290477800000001,1610818004000
9651,52.54391,13.60031,1610823293000
7309,52.52476,13.46456,1610823345000
12538,52.3595719,13.402907199999998,1610785906000
10803,52.48045060000001,13.4277897,1610840139000
12462,52.486392,13.430570999999999,1610815161000
50204,52.50366999999999,13.573879999999999,1610724046000
48367,52.595696999999994,13.335448999999999,1610722605000
7993,52.5615,13.182547,1610799489000
9232,52.3660846,13.3070646,1610830672000
11998,52.613,13.20105,1610759802000
50170,52.50522170000001,13.407065900000001,1610730820000
93455,52.500641,13.454707999999998,1610818669000
6485,52.659209999999995,13.28555,1610829722000
